ID,ST_ABBREV,CNTY_FIPS,ACSTOTPOP,P_PM25,P_OZONE,P_DSLPM,P_PTRAF,P_MINORTY,P_LWINCPCT,P_LNGISO,P_D2_PM25,P_D5_PM25
44000000022,RI,44007,3433,90.46242061731418,38.5766985807245,34.70795643011195,29.314009986622963,82.34661707893284,56.6289043639782,57.6954905295156,59.388675561141426,51.39242868427625
44000000023,RI,44007,6311,87.11205128207366,53.14280183735271,57.79333493859672,80.89879319689555,36.9383704382836,64.0821024153619,18.034754166514375,83.15785249197287,87.07022449701046
44000000024,RI,44007,6051,64.84249841083138,83.06748554445697,91.03858042541025,60.45003417617129,24.40688346831786,70.90903269664494,10.645499792034387,45.68367047626527,28.228613690655198
44000000025,RI,44003,7420,89.14056762673376,33.69691718616562,41.21770319127053,18.643793613164075,57.328107308959765,90.14061011861517,56.39354225650525,88.26871890871884,56.454257717523575
44000000026,RI,44003,2184,26.636937653893963,45.77871922767223,70.03308167619386,25.103008000622246,89.57315580366638,54.755126819192036,7.120904843329745,50.80092422632807,20.84016971278901
44000000027,RI,44003,5555,34.69871468143589,71.66633539072865,76.02851422702408,64.44512383756391,69.1625327173727,39.86764841647594,51.86204650187706,22.80198620954208,54.680887507565345
44000000028,RI,44003,4385,23.392046668290355,32.159862411871686,40.921715447490776,18.35431086923531,58.455199457596024,76.22933699719019,80.2184193139966,88.99826625502551,24.166442400455963
44000000029,RI,44003,5117,44.399774807244825,20.773493237159474,73.7904953569946,29.256563599224904,18.260001970515326,35.85408334717972,51.03793423007032,28.755214082173882,28.79252580383732
44000000030,RI,44003,7396,49.15079672671115,36.731358968532604,49.64146989218997,56.41136525566103,62.275614269429425,48.80079939433398,36.05359409652175,45.6292091816907,28.69694226150576
44000000031,RI,44003,5843,40.35117738304219,27.091596544050333,67.36449064976982,66.43266383848852,94.15457725886237,21.04114136335448,56.463057475388254,92.30458556175957,68.0415623565887
44000000032,RI,44003,3904,82.15531318639471,84.72732392569299,67.44649062097994,63.637288165182035,21.90714129510454,16.952007242990227,41.660231239321334,92.34492887337915,75.20732106564132
44000000033,RI,44003,1474,46.756499502019196,75.60902846733127,60.89690383300882,33.698851662239186,54.058020450917624,89.12392793020022,48.6493431452748,64.43440372112318,63.169288617189814
44000000034,RI,44003,2082,41.07008822655356,62.50528173828176,31.049414593645356,67.85254549432752,84.57671111387621,79.37046927943985,80.317184702122,68.75595370056514,91.2007685871161
44000000035,RI,44003,3558,60.70220623686863,80.35954426407883,80.96526720447895,34.60743612477601,72.96533250910738,68.59001386921474,35.88821102406194,55.184968626395666,47.7404228847541
44000000036,RI,44003,3047,30.569316873107198,75.27540576743358,46.4922643531063,40.77797887114874,69.24633798459777,46.48937671989878,81.89524510591313,43.697597105656776,41.14269438485769
44000000037,RI,44003,3747,80.16477355655297,28.992754416452687,37.496740196790235,70.2543983582617,69.71114713890428,28.343662645455126,77.4280513564851,46.32117635737378,84.27633548602006
44000000038,RI,44003,1975,25.591298275982812,81.94192488674834,27.731934484169184,63.474302933305026,40.55674785367919,27.045652285673626,20.663290783143715,71.76636574970084,36.5460920504395
44000000039,RI,44003,2806,94.01652024503879,55.4506681436738,64.58982719361221,77.44563873459245,34.95530676248194,34.26870315867384,10.548904070013236,77.67571517838832,91.27846791860523
44000000040,RI,44003,1189,77.9183576972493,75.55801163730469,70.39681224343292,64.03290246102404,78.79569821567365,57.29045318237127,13.062240110194132,80.57684923571279,20.89943112704641
44000000041,RI,44003,3734,34.90367611506293,82.20684749426199,26.111384538166362,57.781602233483014,78.85963854773037,70.0238860479048,6.457746052123978,80.43174256679698,91.7710331763653
44000000042,RI,44003,4005,20.414158784270178,38.85026062288979,59.310234906051825,24.557233747966475,83.70114707930881,65.8351980072653,12.555436860474272,28.749251625603087,23.193833484342633
44000000043,RI,44003,5658,81.15960713411256,23.25389433957576,40.17521693826184,43.74010621416035,87.62544696730006,36.5549100648376,59.64054187330855,58.58710254799103,85.94459041365727
44000000044,RI,44003,2899,73.01430078857129,32.09513719064562,68.22657695743314,36.564165737720785,53.46410390317971,88.52462661106594,10.695091876818319,26.259348241231677,59.04988207238619
44000000045,RI,44003,2267,74.67553760307405,47.03308414696922,36.682550743334424,35.07927503653585,52.628885048411966,71.81806258557418,30.518050423500902,62.66513729195643,93.47939491282823
44000000046,RI,44003,7975,77.84527600144592,76.35110744418698,71.29282845286522,86.11073883267119,77.8550902121759,57.685262043377854,72.59002487755636,54.6732571016299,25.460945790419515
44000000047,RI,44003,2528,25.553348880056777,79.55479374422576,50.91126820213601,45.51684072667323,65.24693411611004,62.10249746004512,6.861754858866069,87.69010952411418,60.98521704569774
44000000048,RI,44003,4202,46.884929640820445,15.521409789839304,87.76090924536122,80.44325886239793,69.66718456690478,47.309204806939825,70.15747860711487,47.967710928853826,91.72838763581332
44000000049,RI,44003,4556,28.690179464384727,53.30604769331743,34.213903257781546,62.1797038198084,77.64237690206859,34.07528619158912,27.548381981871994,30.662959215642832,58.70924046859101
06000000000,CA,06037,2756,36.188142191490456,86.04905107016877,79.31519984648793,47.402308357802305,67.6115640266207,53.98292902339925,29.212443117228453,96.33019022346554,69.72245532169256
06000000001,CA,06037,4876,79.39499822021553,40.27325747240863,34.99829009060186,30.05872537486058,94.04593017050573,40.86922148702593,23.836894896158032,79.64458344317771,71.7476751929362
06000000002,CA,06037,7145,67.22634886913958,83.35189320446861,64.48073190095245,75.46749679007921,50.938651098060234,83.66728027027641,14.896054406374741,75.36093459925654,54.60801005446967
06000000003,CA,06037,4986,60.6619104242951,38.33920936141852,53.75986645787027,43.24422426626006,94.41878105009138,73.09760527303663,34.767553273270025,81.96591166234074,63.83260354358314
06000000004,CA,06037,5084,91.91204693142257,85.5388421178909,59.076014911154125,85.12783745786524,30.53009963885414,63.361357154258904,53.90723360932402,94.87481011055533,57.260057526748
06000000005,CA,06037,9553,50.261242704852634,38.09812867247077,69.06913530093085,60.28075726617268,57.73288547072819,39.349454718651565,17.49919625598113,91.91603109698625,34.56276388831688
06000000006,CA,06037,4830,65.60495476902076,36.09454888570166,62.15560762745205,78.65023468957011,41.0530753465912,88.09611085843014,38.8890196829175,79.80283033634319,58.85291566191055
06000000007,CA,06037,4203,77.4396472615555,76.8176877419853,64.7105233236729,90.5884061862694,62.10773675483909,21.472752145964886,8.743937181523448,81.44466818068469,36.427963908534444
06000000008,CA,06037,9620,84.16008074582365,94.83533208610366,61.07230877570133,81.26585358359023,32.6370824755436,26.429005098291867,75.13171248098702,41.6308568863196,56.73137273930122
06000000009,CA,06037,8614,61.235582940339725,88.79661577844125,55.80895204181354,83.08858192077207,85.63931350418339,48.15552082160742,18.532794883641692,38.78429869651593,69.13261438889761
06000000010,CA,06037,2853,87.26221622127225,69.5599050683396,80.48797468068067,52.3349611894446,86.01981224653547,27.581691911857938,31.23412175777769,69.67969712171484,68.24138335667105
06000000011,CA,06037,6563,82.28640640944703,90.0437367851319,28.829808917627027,61.96541388237576,94.50843239243136,91.64400871207573,9.511072936533832,33.21226403807564,73.73300441454914
06000000012,CA,06037,9075,34.50404649392688,35.31800038385632,68.69410368195544,42.010533790901384,32.06442698889243,79.44517780504052,43.44374427918601,63.835521182405046,36.28725952500533
06000000013,CA,06037,2167,33.11856611551504,93.50402977670855,66.45456761796223,38.13957767946134,68.61993897058927,37.94166417333965,76.88996322477993,45.88307227464533,73.0401342050089
06000000014,CA,06037,5968,72.2147865407022,64.44492675552706,76.70017708184075,58.869027900104264,56.99051007862883,63.31867563093989,40.15639933850612,54.83709346455941,50.60177174196551
06000000015,CA,06037,8319,53.624111759328166,78.37376579730655,68.73399680485821,64.86828163992818,46.86193109945019,93.63944966116628,22.71878052075434,83.2031125623351,56.33703244504933
06000000016,CA,06037,5219,44.220893793338966,84.25168838920115,84.22232029101733,47.73117347504479,47.42013256846907,86.08332131612573,69.80330439214258,94.12167527933751,86.62709275889858
06000000017,CA,06037,4245,69.4161955440782,78.10743625019322,93.21708603035388,63.15271569015452,52.197896947326676,64.26148037604925,72.68217251340103,36.77947396165854,30.596006672550317
06000000018,CA,06037,8983,53.22629831104506,67.10220392269463,51.29164948814095,84.4598523284047,74.98419287573834,87.58674547249582,22.247784975220476,67.25998559444538,68.83523380047995
06000000019,CA,06037,2039,66.53391233655677,63.59716904758472,43.45986684603912,62.300346180485526,66.66631254491605,94.16723805562864,71.21003690036116,90.2472100640936,69.5151226866071
06000000020,CA,06037,6464,61.2881028108829,85.31495352215748,56.80458664459284,73.29447745280395,55.85515799536823,75.23816736280907,85.67842683701971,37.445563273067805,56.17954523867509
06000000021,CA,06037,6335,69.76409520454246,47.30465360896755,47.579213920349375,78.95610281297964,25.922806008830523,23.00395353018284,21.64296212844633,86.41792709519103,45.64383856915019
06000000022,CA,06037,5275,57.22043324589913,93.07964399025406,69.8166178943805,91.24482839101466,26.06569683815865,48.921678204762536,71.22071198763511,55.61488916126591,45.488486525262374
06000000023,CA,06037,7542,77.44139501139136,77.6571487302049,90.0059638013216,65.41422594585764,20.182472468810705,82.5125816168099,66.10290437741561,53.25825034647613,88.32483819760967
06000000024,CA,06037,8602,42.2445745197523,46.97041564029919,37.45990120172821,79.05895998049326,95.48055228015275,35.753828076986466,46.83305885167726,96.51278149677586,59.173608669668596
06000000025,CA,06037,8812,77.36209970344137,79.17483102190928,34.85403300508028,89.4975043431766,20.409797847554024,81.95947386679809,12.74947776582146,45.25669993091142,51.83869795728535
06000000026,CA,06037,6820,57.99296257631191,66.790401390867,45.409056166049034,88.27545161367732,28.0413121890721,27.26608467669469,14.12494225614403,77.75080009429693,59.6193198728726
06000000027,CA,06037,7632,89.45359713010036,77.43380573866666,77.37449985224325,34.45248386810681,44.53853143113405,21.6147925003816,77.89800205428911,86.21508804865118,74.17976649631785
06000000028,CA,06037,9391,65.03605173076635,81.06677008657033,68.32147755759986,52.228284654325975,82.97955964170737,47.574977084826216,89.19216656555305,34.71811068843193,39.619933504153614
06000000029,CA,06037,4279,96.1715037503671,40.237410775380525,34.95046116731357,46.70733409415558,95.04370528960118,20.828359181849248,63.43628508931386,76.2454402513912,59.66263312410669
06000000030,CA,06037,2424,70.9316068967853,65.36623738156082,90.47503551373076,30.823976001673405,81.62105758576477,91.70981024971607,44.56858117484636,94.80229830745158,68.80036849328553
06000000031,CA,06037,3081,45.2217364816298,90.92086053541605,81.7257553244379,67.42713191903435,73.86369813075997,81.61783857613537,61.10103875895642,40.19851780405192,92.60650142019463
06000000032,CA,06037,9214,85.88176330542254,54.23853152957086,29.565537125559352,74.30560908413216,60.66145205825841,79.65926590900038,56.74046045674071,91.15060597721252,46.66683361697767
06000000033,CA,06037,4824,53.4656186919223,70.63298585347393,72.29297034720074,81.8245823962812,26.763006525250322,66.49290007070378,39.456205353260984,71.25525806687779,53.71054936247221
06000000034,CA,06037,7213,53.63810658482248,57.153828890593765,80.44477345934219,33.226051607401466,94.73732185430657,34.656949773814624,13.381343855069062,72.69590240292328,55.03766693487997
06000000035,CA,06037,8526,32.162718340991226,62.25607833314598,53.461605140988695,83.72175308364469,79.15460828776315,57.9060482340822,75.36406168741016,72.45431554112999,69.96551840456226
06000000036,CA,06037,1755,67.31264102610379,67.91618707628919,32.68666467697088,68.07601276215496,69.83805205607243,63.99010357713626,38.490349397575415,51.723168498262716,53.54431550064011
06000000037,CA,06037,6304,66.34079825381157,67.93531879333864,33.25783245323753,72.16439105428013,79.20479595203028,58.42742556624065,75.14042275528168,93.72331980976433,65.21178706977992
06000000038,CA,06037,3338,54.207420930495054,47.10382773981415,35.088793691523044,86.01180823720037,76.48005968330482,38.0379693322676,28.70571747444734,94.52513053364855,81.59816176977193
06000000039,CA,06037,1509,90.80677387692295,76.07429287279,85.14989497466875,66.85900515989782,69.70406322357998,57.674090172233896,8.084417347341939,73.27010757412056,76.55544921140543
06000000040,CA,06037,4371,38.754891084375785,40.27208667455941,89.92666148138849,47.503012429038954,96.48499041403907,55.82134824688424,21.032939228694033,83.70589991214656,59.46033066983065
06000000041,CA,06037,8909,52.44676690509057,43.32948640652122,36.3511331655099,80.28219120531821,90.46237738560994,94.71785473711778,46.42023217502392,72.40902706815643,87.03826772649515
06000000042,CA,06037,8918,51.86762799824197,35.16265396485978,44.04161035246552,49.32496721707106,70.43986369113874,87.1025833995577,85.43289806654205,63.97029753988668,66.83725647319496
06000000043,CA,06037,6624,36.27575986355473,42.00176384850088,39.25539470497571,27.293283424975453,74.06766649364013,53.680317612602735,16.379876814884955,75.61412780775055,65.63378540714602
06000000044,CA,06037,2515,62.71788679582794,63.38997206311353,40.669819805600206,80.65385193987173,24.02447291937938,65.96617848600414,78.04520150584841,68.49809587106925,32.25639255198444
06000000045,CA,06037,3693,76.76936076253365,71.36611286335032,84.94937365216946,48.12787370704547,72.25356223490306,75.5861135151016,51.21597588937269,71.43340693370739,95.12173670357267
06000000046,CA,06037,9915,64.79267692121377,82.65736699798775,50.58595606053585,76.8469130544898,23.444904141387813,20.684617338004518,75.72550279559152,83.73294852564489,38.11607336295536
06000000047,CA,06037,8949,40.674482424701175,41.40195500680616,49.1782099551036,49.30477894261834,65.88457304365463,86.90895097454367,32.4667033411794,63.739652875633,45.25464022022467
06000000048,CA,06037,5658,55.65544563646094,86.04364760098728,43.46290221964366,82.69155733830635,97.94957296613512,84.22976486418013,76.8756675031427,34.6897710021032,33.41199125794078
06000000049,CA,06037,5425,30.176461658087966,79.75847153292308,69.33681877800959,39.70720518042423,63.35291335210001,53.22227152857546,71.37146796137797,42.823965745306815,72.2401958112363
06000000050,CA,06073,8470,89.04447527841991,59.51109757615502,53.79278749021732,90.29466676832429,56.91038921034401,48.120071988189245,26.86440200857758,60.94807628830953,44.83027768019688
06000000051,CA,06073,8438,35.747156522286375,90.97628402599727,78.60897632534365,77.24383791079806,44.40267880743583,39.01787186393625,18.769480365569002,79.83855295168784,41.88068887319975
06000000052,CA,06073,6284,70.61490959336928,94.45576858744343,41.97942696954335,32.65394103666659,29.400761145344227,54.70411578143837,79.18045444764802,71.1563907884718,35.84466855873393
06000000053,CA,06073,5500,97.06547571894343,47.30010860319423,81.56971243258549,62.90703353775955,77.01984637374596,21.417003092059232,86.98540558209082,74.91941626764796,36.81839117018503
06000000054,CA,06073,3133,66.48816392713861,57.75371509782802,69.05306415764944,91.01960992019622,35.02272416727917,83.6189020677196,10.566789727296332,63.632409286034964,68.58826622921086
06000000055,CA,06073,8766,92.83483961930546,90.58696541538266,35.77017640378676,56.561385330485564,28.99199765728818,20.72752236822797,67.96414549184222,72.63897344818803,75.4217191471953
06000000056,CA,06073,1884,46.05592425198349,78.29579304507664,56.18631172584668,37.20117830104608,52.897487458979974,43.33695513348007,82.5810098977211,53.71515089576771,56.227013238650464
06000000057,CA,06073,1904,81.67696780775582,37.88567863784526,86.71923356168108,57.48015059907319,82.0366633608096,89.73239060056223,78.30352755158489,63.0320511179799,61.673207385076836
06000000058,CA,06073,9675,66.12607127020031,81.8908689050849,90.76129576229697,59.33466294408875,78.11503475337719,74.61137439830586,87.0906787261571,81.12241832926706,75.27387057487695
06000000059,CA,06073,3500,78.99509217461961,84.67645323064951,59.667608317679296,74.69302526332059,24.280843942425044,39.66710396446956,70.32771443192397,89.54096341222599,31.147066152241656
06000000060,CA,06073,7489,34.239212650764415,80.03011548591881,60.696914510057,71.8226721617806,55.50120743282017,37.45398023498815,44.26849851523464,60.621252041121664,51.32662336663839
06000000061,CA,06073,2960,40.04625824962341,82.97222785517094,90.45492129587248,51.97085292099769,60.74989693355118,18.391324765988,33.5800632206007,34.88166940868584,94.22445137264286
06000000062,CA,06073,8690,39.05195114394852,84.50796060156783,67.92063924128657,39.60754820210379,70.27463874881413,71.57000054943076,34.30090471592645,42.67038791368898,68.2874071599009
06000000063,CA,06073,8640,76.72725436742651,46.184299207288646,30.23357357655381,68.21862924054507,70.7130533345718,21.756335788834328,67.4026591543576,33.37683519324151,46.77882227323455
06000000064,CA,06073,5136,87.42196573908676,49.14150476389999,90.06696347578077,53.254163615069885,48.446385457669855,59.01039399385868,69.15863498653907,75.11535926966378,64.43418307799007
06000000065,CA,06073,6309,80.97390377658394,73.02551382321063,44.87939810748633,33.862506145397134,63.73282113227409,92.08339188958783,24.429449770994438,53.93276527343719,52.615130215980415
06000000066,CA,06073,5678,32.0721063858844,89.47196782775096,67.2789728782252,85.33834418283784,57.522826939838744,26.42910222419295,79.18607070622355,67.80358995747825,65.12816926253574
06000000067,CA,06073,8745,88.97061871308118,53.971794937789674,39.25490558510222,71.31186445984684,89.02987180881593,86.8749546845412,66.62377129658431,64.55627188773077,38.29893977923882
06000000068,CA,06073,8100,54.08197361393253,70.2984005477034,30.30378289676846,70.77331838184726,61.36068034552221,94.34360080616871,54.14552348015738,37.38074831046016,38.75916715207231
06000000069,CA,06073,7497,57.00714061027761,75.97892380502795,49.1801756370275,80.11311968608216,54.4005086163566,22.7368110204211,46.66566172840604,58.6152498341729,39.47379589459993
06000000070,CA,06073,3548,37.1311033242087,62.116916077942356,81.07370811313396,60.48733246989043,51.54986507518436,85.98378272358453,52.54509007477657,46.557034244873336,92.02810626717155
06000000071,CA,06073,6280,80.1435540143797,77.82694729131956,46.875927738800435,79.60864670296462,64.64936523581032,57.738084574158485,21.058150538899685,59.61438605206508,78.37132861052856
06000000072,CA,06073,2216,42.39530373636515,88.98004671753039,42.9666105575146,58.37208048523738,82.71020439327002,87.80155639723266,24.703502440654486,45.436166502588016,40.71720504771318
06000000073,CA,06073,9439,68.34962625728087,72.44609265091026,42.462293335203384,29.500751794352574,61.99531624970143,61.99155852780721,15.475488213307717,87.46985881427761,42.431039528529695
06000000074,CA,06073,7065,87.16827903969931,67.38686371487799,63.03181040366326,52.151621897855144,71.60910365628224,68.98262477820548,20.59995912921124,43.49676021416474,78.23474534147783
06000000075,CA,06073,6044,36.06589435241982,61.324680523300344,94.33680946642743,58.33014789665267,77.55274981870895,59.87097591579974,45.20287803763318,95.41151639814048,40.30681375628348
06000000076,CA,06073,6476,66.4028183530556,69.64917625436755,59.21125118515689,73.25357296936382,60.573112570541085,84.56595178366584,51.489060285717,59.44988616569809,45.48104536009869
06000000077,CA,06073,4919,45.85871598538648,56.321747109103754,65.89676508452325,32.14077491862118,53.29173041907942,74.51106375943503,9.46467518322219,87.85218927325725,93.58089096614634
06000000078,CA,06073,8739,53.319026770921695,58.48892661209012,86.52297721656991,34.38124209025008,88.37989947327105,58.13704403789195,73.33742188485026,73.49847800159237,46.8502306320765
06000000079,CA,06073,1749,62.22995601727782,66.91144878129045,64.38474088748879,42.6668147765193,52.56547455417559,84.84838191196911,32.12177381416519,80.53311971193968,73.66773512449569
06000000080,CA,06073,2270,54.14709262299272,38.997146743449015,40.54347525648221,42.855392355849105,56.03154234489583,36.886985983660765,82.7705548667127,82.6697766124075,94.589664968435
06000000081,CA,06073,5863,74.11995313982717,48.74152345548778,48.37252200012044,74.05636675675719,97.24662244065861,30.1152307970945,87.33592361632977,65.31976220493918,54.703586631226315
06000000082,CA,06073,2577,62.61158291928901,67.57095863680453,49.07571098626554,41.79895425762705,20.018526838918998,30.350808110415553,23.207627723485658,67.85783454197703,31.156055396896107
06000000083,CA,06073,9927,69.72556496056352,60.891688588186554,55.017631851116654,67.41757024494899,34.46688694698435,43.71868366338332,45.89197784278417,65.92372727537585,46.113721167876704
06000000084,CA,06073,9401,80.10392832685407,54.96894715474906,57.02164556289896,58.11634795926418,49.94918341373861,36.37913241017835,8.101010483646922,70.81185295394523,84.83789462855256
06000000085,CA,06073,6358,67.92647408462975,78.8329482085581,82.38517750105032,63.41072333801984,92.74201293516973,89.61695698924987,57.06283574003901,33.940033419929485,87.06418317303242
06000000086,CA,06073,8044,69.88440955693162,76.6230564442003,51.758315935354645,81.15316653294582,25.46231704830274,26.14922522480097,57.79912875753904,58.10400121003501,80.72227805857023
06000000087,CA,06073,6219,68.38318089153961,45.00384559960299,59.83976433401379,52.09356060378463,20.73986382302285,71.82228682904825,28.298276359476763,72.00845509503732,37.46524805905382
06000000088,CA,06073,4314,55.75653856468767,87.71774692240629,70.49836711947155,76.65106226330612,24.10933920622383,32.57005856344546,53.78983915182223,71.44975530688704,82.5036845319626
06000000089,CA,06073,4874,52.946384703290434,64.72541758423795,53.68536442593151,53.27641598989605,26.906386027862215,85.88605922331696,26.494291680386304,84.33510224397168,90.63273460157129
06000000090,CA,06073,2752,91.17602300586084,79.48765466834273,84.88640730387864,48.70938222960371,22.932548310088347,92.02127719023787,21.187688464411586,75.23061636291916,69.64022980805159
06000000091,CA,06073,8496,71.31375511596295,69.38905095544332,67.94684508791705,89.22802087998578,57.42294349480737,53.841190675288736,61.4245962777857,97.48079887848438,92.09777351831228
06000000092,CA,06073,6173,46.61601457159651,94.8615569554306,47.99503818702607,37.352851685490535,65.29906216373156,85.68850397756614,34.72588804407014,50.734398888170574,84.57136632498391
06000000093,CA,06073,6030,63.880843453727934,80.14418720232936,76.55602558570833,31.052576358699728,41.19158374338232,18.396178148113037,56.40164298862104,55.70396795797128,74.02012012139988
06000000094,CA,06073,8381,52.46369672710215,77.41882767460754,63.880045649845435,76.65605701087706,51.066415950099575,81.13591264042371,43.52623341567576,57.33391202327456,68.09422562297537
06000000095,CA,06073,8449,93.49104401567148,81.71431634304507,64.34300060549279,29.572730258724135,27.15254813869155,35.60413743741911,88.71681540703813,62.743645263336404,53.005862037970054
06000000096,CA,06073,7741,30.51233669311708,43.58767913290818,60.713980490355844,81.08429237710297,46.236896178616924,87.97000081374132,20.265612698740394,87.17587220955983,40.512971386025136
06000000097,CA,06073,9517,45.32263024445192,47.27267559016779,61.796812519844934,54.29195755593532,60.7564969474928,18.08624858396843,46.09708492413643,47.56227820130785,69.92695889757569
06000000098,CA,06073,8441,54.84426373783592,77.84384493341685,80.04422711250436,86.33941637855824,77.11720096040231,60.82599359806129,63.79744336146467,83.21601366433835,50.99536253879589
06000000099,CA,06073,8502,63.171066454994175,64.63888922785176,35.002740594529456,73.34270169516768,20.26101623935238,76.26095689143997,40.43469687815743,58.75047208365906,87.1849520568246
